zinc_id,smiles
ZINC000206933244,O=C(NCc1cccs1)N1CC[C@@H](n2ccnn2)C1
ZINC000206933197,O=C(NCc1cccs1)N1CC[C@H](n2ccnn2)C1
ZINC000206933130,O=C(NCc1ccc(Cl)cc1)N1CC[C@@H](n2ccnn2)C1
ZINC000206933085,O=C(NCc1ccc(Cl)cc1)N1CC[C@H](n2ccnn2)C1
ZINC000206933019,CC(C)(C)NC(=O)N1CC[C@@H](n2ccnn2)C1
ZINC000206932974,CC(C)(C)NC(=O)N1CC[C@H](n2ccnn2)C1
ZINC000206932911,O=C(Nc1ccc(C(F)(F)F)cc1)N1CC[C@@H](n2ccnn2)C1
ZINC000206932866,O=C(Nc1ccc(C(F)(F)F)cc1)N1CC[C@H](n2ccnn2)C1
ZINC000206932811,O=C(c1csc(-c2ccccc2)n1)N1CC[C@@H](n2ccnn2)C1
ZINC000206932770,O=C(c1csc(-c2ccccc2)n1)N1CC[C@H](n2ccnn2)C1
ZINC000206932706,O=C(Cc1cccc(C(F)(F)F)c1)N1CC[C@@H](n2ccnn2)C1
ZINC000206932665,O=C(Cc1cccc(C(F)(F)F)c1)N1CC[C@H](n2ccnn2)C1
ZINC000206932602,O=C(Cc1ccsc1)N1CC[C@@H](n2ccnn2)C1
ZINC000206932561,O=C(Cc1ccsc1)N1CC[C@H](n2ccnn2)C1
ZINC000206932497,Cc1oncc1C(=O)N1CC[C@@H](n2ccnn2)C1
ZINC000206932456,Cc1oncc1C(=O)N1CC[C@H](n2ccnn2)C1
ZINC000206932400,COc1ccccc1CC(=O)N1CC[C@@H](n2ccnn2)C1
ZINC000206932359,COc1ccccc1CC(=O)N1CC[C@H](n2ccnn2)C1
ZINC000206932302,O=C(c1cc2ccccc2s1)N1CC[C@@H](n2ccnn2)C1
ZINC000206932258,O=C(c1cc2ccccc2s1)N1CC[C@H](n2ccnn2)C1
ZINC000206860364,CCSc1ccccc1C(=O)NC[C@H](OC)c1ccco1
ZINC000111160290,COc1cc(Br)ccc1C(=O)Nc1cccc(CO)c1
ZINC000111159856,COc1cc(Br)ccc1C(=O)NC1CCS(=O)(=O)CC1
ZINC000111121700,CNC(=O)C1(C(=O)Nc2cccc(OCc3cccc(C)c3)c2)CC1
ZINC000206860116,CO[C@H](CNC(=O)C12CC3CC(CC(C3)C1)C2)c1ccco1
ZINC000206860073,CO[C@@H](CNC(=O)C12CC3CC(CC(C3)C1)C2)c1ccco1
ZINC000206859604,CO[C@H](CNC(=O)c1ccc(F)cc1Cl)c1ccco1
ZINC000206859562,CO[C@@H](CNC(=O)c1ccc(F)cc1Cl)c1ccco1
ZINC000206859292,CO[C@H](CNC(=O)Cc1ccccc1Cl)c1ccco1
ZINC000206859248,CO[C@@H](CNC(=O)Cc1ccccc1Cl)c1ccco1
ZINC000206859181,CO[C@H](CNC(=O)COc1ccccc1F)c1ccco1
ZINC000206859140,CO[C@@H](CNC(=O)COc1ccccc1F)c1ccco1
ZINC000206859075,CO[C@H](CNC(=O)CCc1c(C)noc1C)c1ccco1
ZINC000206859034,CO[C@@H](CNC(=O)CCc1c(C)noc1C)c1ccco1
ZINC000206858975,CO[C@H](CNC(=O)COc1cccc(C)c1)c1ccco1
ZINC000206858935,CO[C@@H](CNC(=O)COc1cccc(C)c1)c1ccco1
ZINC000206858871,CCOc1ccc(C(=O)NC[C@@H](OC)c2ccco2)cc1
ZINC000206858832,CCOc1ccc(C(=O)NC[C@H](OC)c2ccco2)cc1
ZINC000206858764,CO[C@H](CNC(=O)c1cccc(N(C)C)c1)c1ccco1
ZINC000206858722,CO[C@@H](CNC(=O)c1cccc(N(C)C)c1)c1ccco1
ZINC000206858667,CC[C@@H](C(=O)NC[C@@H](OC)c1ccco1)c1ccccc1
ZINC000206858624,CC[C@H](C(=O)NC[C@@H](OC)c1ccco1)c1ccccc1
ZINC000206858580,CC[C@@H](C(=O)NC[C@H](OC)c1ccco1)c1ccccc1
ZINC000206858540,CC[C@H](C(=O)NC[C@H](OC)c1ccco1)c1ccccc1
ZINC000206858480,CO[C@H](CNC(=O)c1ccc(Cl)s1)c1ccco1
ZINC000206858437,CO[C@@H](CNC(=O)c1ccc(Cl)s1)c1ccco1
ZINC000206851664,CO[C@H](CNC(=O)c1cnoc1C)c1ccccc1Cl
ZINC000206851625,CO[C@@H](CNC(=O)c1cnoc1C)c1ccccc1Cl
ZINC000206851354,CO[C@H](CNC(=O)c1cc(C2CC2)on1)c1ccccc1Cl
ZINC000206851313,CO[C@@H](CNC(=O)c1cc(C2CC2)on1)c1ccccc1Cl
ZINC000206849439,CO[C@H](CNC(=O)CSC1CCCC1)c1ccccc1Cl
ZINC000206849391,CO[C@@H](CNC(=O)CSC1CCCC1)c1ccccc1Cl
ZINC000206846254,O=C(Nc1cnn(C[C@@H]2COc3ccccc3O2)c1)N1CCOCC1
ZINC000206846209,O=C(Nc1cnn(C[C@H]2COc3ccccc3O2)c1)N1CCOCC1
ZINC000206846028,O=C(Nc1cnn(C[C@@H]2COc3ccccc3O2)c1)NC1CCCC1
ZINC000206845983,O=C(Nc1cnn(C[C@H]2COc3ccccc3O2)c1)NC1CCCC1
ZINC000206844823,O=C(Nc1cnn(C[C@@H]2COc3ccccc3O2)c1)[C@H]1CCOC1
ZINC000206844777,O=C(Nc1cnn(C[C@H]2COc3ccccc3O2)c1)[C@H]1CCOC1
ZINC000206844734,O=C(Nc1cnn(C[C@@H]2COc3ccccc3O2)c1)[C@@H]1CCOC1
ZINC000206844692,O=C(Nc1cnn(C[C@H]2COc3ccccc3O2)c1)[C@@H]1CCOC1
ZINC000206843006,O=C(Nc1cnn(C[C@@H]2COc3ccccc3O2)c1)[C@@H]1CC=CCC1
ZINC000206842960,O=C(Nc1cnn(C[C@H]2COc3ccccc3O2)c1)[C@@H]1CC=CCC1
ZINC000206842919,O=C(Nc1cnn(C[C@@H]2COc3ccccc3O2)c1)[C@H]1CC=CCC1
ZINC000206842879,O=C(Nc1cnn(C[C@H]2COc3ccccc3O2)c1)[C@H]1CC=CCC1
ZINC000111096093,Cc1ocnc1C(=O)NCCc1nc(C2CCCCC2)cs1
ZINC000111095967,O=C(NCCc1nc(C2CCCCC2)cs1)[C@H]1CCOc2ccccc21
ZINC000111095965,O=C(NCCc1nc(C2CCCCC2)cs1)[C@@H]1CCOc2ccccc21
ZINC000111090614,O=C(CSC[C@H]1CCCCO1)Nc1ccc(-c2nnc[nH]2)cc1
ZINC000111090611,O=C(CSC[C@@H]1CCCCO1)Nc1ccc(-c2nnc[nH]2)cc1
ZINC000111090368,COc1ccc(Cl)cc1N1C(=O)/C(=C/c2sccc2C)N=C1SCC(=O)C12CC3CC(CC(C3)C1)C2
ZINC000111077813,Cn1c(C(=O)N2CCO[C@@H](Cn3cccn3)C2)c(Cl)c2ccccc21
ZINC000111077810,Cn1c(C(=O)N2CCO[C@H](Cn3cccn3)C2)c(Cl)c2ccccc21
ZINC000111074892,O=C(CNC(=O)[C@@H]1C[C@H]1c1ccc(F)cc1)NCCN1CCOCC1
ZINC000206839747,O=C(Nc1cnn(C[C@@H]2COc3ccccc3O2)c1)C1CC1
ZINC000206839702,O=C(Nc1cnn(C[C@H]2COc3ccccc3O2)c1)C1CC1
ZINC000206838260,O=C(CSC1CCCC1)Nc1cnn(C[C@@H]2COc3ccccc3O2)c1
ZINC000206838218,O=C(CSC1CCCC1)Nc1cnn(C[C@H]2COc3ccccc3O2)c1
ZINC000206837841,O=C(Nc1cnn(CC2CCOCC2)c1)c1cccs1
ZINC000206837778,O=C(Nc1cnn(CC2CCOCC2)c1)c1ccc(Br)o1
ZINC000206837720,O=C(Nc1cnn(CC2CCOCC2)c1)c1ccco1
ZINC000206837589,O=C(Nc1cnn(CC2CCOCC2)c1)C1(c2ccc(Cl)cc2)CCCC1
ZINC000206837531,O=C(Cc1cccs1)Nc1cnn(CC2CCOCC2)c1
ZINC000206837460,O=C(Cc1ccccc1)Nc1cnn(CC2CCOCC2)c1
ZINC000206837401,O=C(CSCc1ccccc1)Nc1cnn(CC2CCOCC2)c1
ZINC000206837337,O=C(COc1ccccc1F)Nc1cnn(CC2CCOCC2)c1
ZINC000206837274,Cc1ccccc1OCC(=O)Nc1cnn(CC2CCOCC2)c1
ZINC000206837193,COc1ccccc1OCC(=O)Nc1cnn(CC2CCOCC2)c1
ZINC000206837129,C[C@@H](Oc1ccccc1)C(=O)Nc1cnn(CC2CCOCC2)c1
ZINC000206837085,C[C@H](Oc1ccccc1)C(=O)Nc1cnn(CC2CCOCC2)c1
ZINC000206837024,O=C(COc1ccc(Cl)cc1)Nc1cnn(CC2CCOCC2)c1
ZINC000206836706,O=C(Nc1cnn(CC2CCOCC2)c1)c1ccc(C(F)(F)F)cc1
ZINC000206836638,COc1ccc(Cl)cc1C(=O)Nc1cnn(CC2CCOCC2)c1
ZINC000206836456,O=C(Nc1cnn(CC2CCOCC2)c1)c1c(F)cccc1F
ZINC000206836390,O=C(Nc1cnn(CC2CCOCC2)c1)c1ccccc1Br
ZINC000206836328,O=C(Nc1cnn(CC2CCOCC2)c1)c1cccc(Cl)c1
ZINC000206836209,COc1cc(OC)cc(C(=O)Nc2cnn(CC3CCOCC3)c2)c1
ZINC000206836141,COc1cccc(C(=O)Nc2cnn(CC3CCOCC3)c2)c1OC
ZINC000206836082,CC(C)Oc1ccc(C(=O)Nc2cnn(CC3CCOCC3)c2)cc1
ZINC000206836019,Cc1cccc(C(=O)Nc2cnn(CC3CCOCC3)c2)c1
ZINC000206835958,Cc1ccccc1C(=O)Nc1cnn(CC2CCOCC2)c1
ZINC000206835892,O=C(CCC(F)(F)F)Nc1cnn([C@H]2CCOC2)c1
ZINC000206835849,O=C(CCC(F)(F)F)Nc1cnn([C@@H]2CCOC2)c1
ZINC000206835786,Cc1ccc(C(=O)Nc2cnn([C@H]3CCOC3)c2)cc1F
ZINC000206835740,Cc1ccc(C(=O)Nc2cnn([C@@H]3CCOC3)c2)cc1F
ZINC000206835672,O=S(=O)(NC[C@H]1CCCN(c2nccs2)C1)c1cccs1
ZINC000206835628,O=S(=O)(NC[C@@H]1CCCN(c2nccs2)C1)c1cccs1
ZINC000206834828,O=C(NC[C@H]1CCCN(c2nccs2)C1)c1ccc(Br)o1
ZINC000206834782,O=C(NC[C@@H]1CCCN(c2nccs2)C1)c1ccc(Br)o1
ZINC000206834720,Cc1cnc(C(=O)NC[C@H]2CCCN(c3nccs3)C2)cn1
ZINC000206834674,Cc1cnc(C(=O)NC[C@@H]2CCCN(c3nccs3)C2)cn1
ZINC000206834615,O=C(CSC1CCCC1)NC[C@@H]1CCCN(c2nccs2)C1
ZINC000206834571,O=C(CSC1CCCC1)NC[C@H]1CCCN(c2nccs2)C1
ZINC000206834382,O=C(Cc1c(F)cccc1Cl)NC[C@H]1CCCN(c2nccs2)C1
ZINC000206834342,O=C(Cc1c(F)cccc1Cl)NC[C@@H]1CCCN(c2nccs2)C1
ZINC000206834162,O=C(NC[C@@H]1CCCN(c2nccs2)C1)c1cncc(Br)c1
ZINC000206834114,O=C(NC[C@H]1CCCN(c2nccs2)C1)c1cncc(Br)c1
ZINC000111071759,CN1CCN(C(=O)c2cc(-c3ccc(F)cc3)[nH]n2)c2ccccc21
ZINC000206833828,O=C(CSc1ccncc1)NC[C@H]1CCCN(c2nccs2)C1
ZINC000206833790,O=C(CSc1ccncc1)NC[C@@H]1CCCN(c2nccs2)C1
ZINC000206833401,CC(=O)Nc1ccc(CC(=O)NC[C@H]2CCCN(c3nccs3)C2)cc1
ZINC000206833360,CC(=O)Nc1ccc(CC(=O)NC[C@@H]2CCCN(c3nccs3)C2)cc1
ZINC000206832831,O=C(CCc1ccc(C(F)(F)F)cc1)NC[C@H]1CCCN(c2nccs2)C1
ZINC000206832789,O=C(CCc1ccc(C(F)(F)F)cc1)NC[C@@H]1CCCN(c2nccs2)C1
ZINC000206832730,Cc1ccccc1CCC(=O)NC[C@H]1CCCN(c2nccs2)C1
ZINC000206832688,Cc1ccccc1CCC(=O)NC[C@@H]1CCCN(c2nccs2)C1
ZINC000206832508,O=C(CCc1c(Cl)cccc1Cl)NC[C@H]1CCCN(c2nccs2)C1
ZINC000206832464,O=C(CCc1c(Cl)cccc1Cl)NC[C@@H]1CCCN(c2nccs2)C1
ZINC000206832290,O=C(CCc1ccc(Br)cc1)NC[C@H]1CCCN(c2nccs2)C1
ZINC000206832247,O=C(CCc1ccc(Br)cc1)NC[C@@H]1CCCN(c2nccs2)C1
ZINC000206831952,O=C(NC[C@@H]1CCCN(c2nccs2)C1)c1cc(C2CC2)on1
ZINC000206831910,O=C(NC[C@H]1CCCN(c2nccs2)C1)c1cc(C2CC2)on1
ZINC000206831838,CC(C)Sc1ccc(CC(=O)NC[C@H]2CCCN(c3nccs3)C2)cc1
ZINC000206831798,CC(C)Sc1ccc(CC(=O)NC[C@@H]2CCCN(c3nccs3)C2)cc1
ZINC000206831282,O=C(COc1ccc(Cl)cc1)NC[C@H]1CCCN(c2nccs2)C1
ZINC000206831242,O=C(COc1ccc(Cl)cc1)NC[C@@H]1CCCN(c2nccs2)C1
ZINC000206831184,O=C(COc1ccccc1F)NC[C@H]1CCCN(c2nccs2)C1
ZINC000206831143,O=C(COc1ccccc1F)NC[C@@H]1CCCN(c2nccs2)C1
ZINC000206831084,CSc1ncccc1C(=O)NC[C@H]1CCCN(c2nccs2)C1
ZINC000206831043,CSc1ncccc1C(=O)NC[C@@H]1CCCN(c2nccs2)C1
ZINC000206830984,CCOc1ccccc1C(=O)NC[C@H]1CCCN(c2nccs2)C1
ZINC000206830942,CCOc1ccccc1C(=O)NC[C@@H]1CCCN(c2nccs2)C1
ZINC000206830882,COc1ccc(CC(=O)NC[C@H]2CCCN(c3nccs3)C2)cc1
ZINC000206830842,COc1ccc(CC(=O)NC[C@@H]2CCCN(c3nccs3)C2)cc1
ZINC000206830816,NC1CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1
ZINC000206830561,O=C(/C=C/c1cccs1)NC[C@H]1CCCN(c2nccs2)C1
ZINC000206830516,O=C(/C=C/c1cccs1)NC[C@@H]1CCCN(c2nccs2)C1
ZINC000206830458,O=C(Cc1ccc(F)cc1)NC[C@H]1CCCN(c2nccs2)C1
ZINC000206830411,O=C(Cc1ccc(F)cc1)NC[C@@H]1CCCN(c2nccs2)C1
ZINC000206830341,Cc1cccc(CC(=O)NC[C@H]2CCCN(c3nccs3)C2)c1
ZINC000206830294,Cc1cccc(CC(=O)NC[C@@H]2CCCN(c3nccs3)C2)c1
ZINC000206830228,N#Cc1cccc(C(=O)NC[C@H]2CCCN(c3nccs3)C2)c1
ZINC000206830187,N#Cc1cccc(C(=O)NC[C@@H]2CCCN(c3nccs3)C2)c1
ZINC000206830117,Cc1cc(C(=O)NC[C@H]2CCCN(c3nccs3)C2)c(C)o1
ZINC000206830075,Cc1cc(C(=O)NC[C@@H]2CCCN(c3nccs3)C2)c(C)o1
ZINC000206830016,O=C(NC[C@H]1CCCN(c2nccs2)C1)c1ccno1
ZINC000206829972,O=C(NC[C@@H]1CCCN(c2nccs2)C1)c1ccno1
ZINC000206825402,COc1cc(=O)n(-c2ccccc2)cc1C(=O)Nc1nc(-c2ccco2)cs1
ZINC000206824817,CCCS(=O)(=O)NCCCc1cnc2cc(C)nn2c1
ZINC000206824573,Cc1cc2ncc(CCCNS(C)(=O)=O)cn2n1
ZINC000206822980,Cc1cc2ncc(CCCNC(=O)c3ccc(Br)o3)cn2n1
ZINC000206822857,Cc1cc2ncc(CCCNC(=O)CSC3CCCC3)cn2n1
ZINC000206822608,Cc1cc2ncc(CCCNC(=O)c3c(C)noc3C)cn2n1
ZINC000206820849,Cc1cc2ncc(CCCNC(=O)[C@@H]3CC=CCC3)cn2n1
ZINC000206820805,Cc1cc2ncc(CCCNC(=O)[C@H]3CC=CCC3)cn2n1
ZINC000206820743,Cc1cc2ncc(CCCNC(=O)c3cc(C4CC4)on3)cn2n1
ZINC000111060731,CC(=O)N[C@@](C)(C(=O)O)c1ccc(Cl)c(Cl)c1
ZINC000111060728,CC(=O)N[C@](C)(C(=O)O)c1ccc(Cl)c(Cl)c1
ZINC000044296010,CC(C)(C)OC(=O)N[C@H](Cc1ccc(F)c(C(F)(F)F)c1)C(=O)O
ZINC000044296006,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(F)c(C(F)(F)F)c1)C(=O)O
ZINC000044295096,CC(C)(C)OC(=O)N[C@H](Cc1ncc[nH]1)C(=O)O
ZINC000044295092,CC(C)(C)OC(=O)N[C@@H](Cc1ncc[nH]1)C(=O)O
ZINC000044286720,CCc1ccccc1C[C@@H](N)C(=O)O
ZINC000044286716,CCc1ccccc1C[C@H](N)C(=O)O
ZINC000044284744,Cc1cc(Cl)ccc1C[C@@H](N)C(=O)O
ZINC000044284740,Cc1ccc(-c2ccc(C[C@@H](N)C(=O)O)cc2)cc1
ZINC000044283756,CCCc1ccc(C[C@@H](N)C(=O)O)cc1
ZINC000044283754,CCCc1ccc(C[C@H](N)C(=O)O)cc1
ZINC000111057432,CCOC(=O)c1nnn(CC(=O)N2N=C3/C(=C\c4ccc(C)cc4)CCC[C@@H]3[C@@H]2c2ccc(C)cc2)c1C(=O)OCC
ZINC000111057058,O=C1[C@@H]2N=NN(CC(=O)N3N=C4/C(=C\c5ccc(Cl)cc5)CCC[C@@H]4[C@@H]3c3ccc(Cl)cc3)[C@H]2C(=O)N1c1ccccc1
ZINC000111055575,O=C1[C@@H]2[C@@H](N=NN2CC(=O)N2N=C3/C(=C\c4ccccc4)CCC[C@@H]3[C@@H]2c2ccccc2)C(=O)N1c1cccc(Br)c1
ZINC000111055289,CCOC(=O)c1nnn(CC(=O)N2N=C3/C(=C\c4ccc(Cl)cc4)CCC[C@@H]3[C@@H]2c2ccc(Cl)cc2)c1C(=O)OCC
ZINC000111054570,CCOC(=O)c1nnn(CC(=O)N2N=C3/C(=C\c4ccc(OC)cc4)CCC[C@@H]3[C@@H]2c2ccc(OC)cc2)c1C(=O)OCC
ZINC000111044295,CCc1nc(CN2CCC(CNC(=O)c3cc(C)on3)CC2)cs1
ZINC000111043147,CCc1nc(CN2CCC(CNC(=O)c3cc[nH]n3)CC2)cs1
ZINC000111042534,Cc1nc(CN2CCC(CNC(=O)c3ccc(C)n3C)CC2)cs1
ZINC000044273404,N#Cc1sc(-c2ccc(Cl)cc2Cl)cc1N
ZINC000206820117,Cc1cc2ncc(CCCNC(=O)c3ccc(Cl)s3)cn2n1
ZINC000206819988,Cc1cc2ncc(CCCNC(=O)c3snnc3C)cn2n1
ZINC000206819923,Cc1csc(C(=O)NCCCc2cnc3cc(C)nn3c2)c1
ZINC000206819676,Cc1cc2ncc(CCCNC(=O)c3ccno3)cn2n1
ZINC000206819396,O=S(=O)(Cc1ccc(C(F)(F)F)cc1)N[C@H]1CCN(c2nccs2)C1
ZINC000206819354,O=S(=O)(Cc1ccc(C(F)(F)F)cc1)N[C@@H]1CCN(c2nccs2)C1
ZINC000206819076,O=S(=O)(N[C@H]1CCN(c2nccs2)C1)c1ccc(C(F)(F)F)cc1
ZINC000206819033,O=S(=O)(N[C@@H]1CCN(c2nccs2)C1)c1ccc(C(F)(F)F)cc1
ZINC000206818973,CCOc1ccc(S(=O)(=O)N[C@H]2CCN(c3nccs3)C2)cc1F
ZINC000206818934,CCOc1ccc(S(=O)(=O)N[C@@H]2CCN(c3nccs3)C2)cc1F
ZINC000206818765,Cc1c(Cl)cccc1S(=O)(=O)N[C@H]1CCN(c2nccs2)C1
ZINC000206818722,Cc1c(Cl)cccc1S(=O)(=O)N[C@@H]1CCN(c2nccs2)C1
ZINC000206818664,O=S(=O)(N[C@H]1CCN(c2nccs2)C1)c1ccc(Cl)s1
ZINC000206818615,O=S(=O)(N[C@@H]1CCN(c2nccs2)C1)c1ccc(Cl)s1
ZINC000206818445,CCc1ccc(S(=O)(=O)N[C@H]2CCN(c3nccs3)C2)s1
ZINC000206818400,CCc1ccc(S(=O)(=O)N[C@@H]2CCN(c3nccs3)C2)s1
ZINC000206818333,Cc1cc(S(=O)(=O)N[C@H]2CCN(c3nccs3)C2)ccc1F
ZINC000206818287,Cc1cc(S(=O)(=O)N[C@@H]2CCN(c3nccs3)C2)ccc1F
ZINC000206818224,Cc1cc(F)ccc1S(=O)(=O)N[C@H]1CCN(c2nccs2)C1
ZINC000206818180,Cc1cc(F)ccc1S(=O)(=O)N[C@@H]1CCN(c2nccs2)C1
ZINC000206818110,O=S(=O)(Cc1cccc(F)c1)N[C@H]1CCN(c2nccs2)C1
ZINC000206818068,O=S(=O)(Cc1cccc(F)c1)N[C@@H]1CCN(c2nccs2)C1
ZINC000206817998,COc1ccccc1S(=O)(=O)N[C@H]1CCN(c2nccs2)C1
ZINC000206817954,COc1ccccc1S(=O)(=O)N[C@@H]1CCN(c2nccs2)C1
ZINC000206817882,Cc1cccc(CS(=O)(=O)N[C@H]2CCN(c3nccs3)C2)c1
ZINC000206817843,Cc1cccc(CS(=O)(=O)N[C@@H]2CCN(c3nccs3)C2)c1
ZINC000206817763,O=S(=O)(CCc1ccccc1)N[C@H]1CCN(c2nccs2)C1
ZINC000206817359,O=S(=O)(CCc1ccccc1)N[C@@H]1CCN(c2nccs2)C1
ZINC000206817284,Cc1ccc(S(=O)(=O)N[C@H]2CCN(c3nccs3)C2)cc1C
ZINC000206817241,Cc1ccc(S(=O)(=O)N[C@@H]2CCN(c3nccs3)C2)cc1C
ZINC000206817175,O=S(=O)(N[C@H]1CCN(c2nccs2)C1)c1cccs1
ZINC000206817136,O=S(=O)(N[C@@H]1CCN(c2nccs2)C1)c1cccs1
ZINC000206816968,O=S(=O)(N[C@H]1CCN(c2nccs2)C1)c1ccccc1
ZINC000206816923,O=S(=O)(N[C@@H]1CCN(c2nccs2)C1)c1ccccc1
ZINC000206816869,CC(C)CS(=O)(=O)N[C@H]1CCN(c2nccs2)C1
ZINC000206816826,CC(C)CS(=O)(=O)N[C@@H]1CCN(c2nccs2)C1
ZINC000206816750,COc1ccc(CNC(=O)N[C@H]2CCN(c3nccs3)C2)cc1OC
ZINC000206816699,COc1ccc(CNC(=O)N[C@@H]2CCN(c3nccs3)C2)cc1OC
ZINC000206816637,COc1ccc(NC(=O)N[C@H]2CCN(c3nccs3)C2)c(OC)c1
ZINC000206816593,COc1ccc(NC(=O)N[C@@H]2CCN(c3nccs3)C2)c(OC)c1
ZINC000206816529,O=C(NCc1cccs1)N[C@H]1CCN(c2nccs2)C1
ZINC000206816494,O=C(NCc1cccs1)N[C@@H]1CCN(c2nccs2)C1
ZINC000206816433,COCCNC(=O)N[C@H]1CCN(c2nccs2)C1
ZINC000206816390,COCCNC(=O)N[C@@H]1CCN(c2nccs2)C1
ZINC000206815978,O=C(NC1CCCCC1)N[C@@H]1CCN(c2nccs2)C1
ZINC000206815936,O=C(NC1CCCCC1)N[C@H]1CCN(c2nccs2)C1
ZINC000206815764,O=C(NCc1ccc(Cl)cc1)N[C@H]1CCN(c2nccs2)C1
ZINC000206815722,O=C(NCc1ccc(Cl)cc1)N[C@@H]1CCN(c2nccs2)C1
ZINC000206815652,O=C(Nc1cccc(Cl)c1)N[C@H]1CCN(c2nccs2)C1
ZINC000206815611,O=C(Nc1cccc(Cl)c1)N[C@@H]1CCN(c2nccs2)C1
ZINC000206903718,O=C(c1cccc(C(F)(F)F)c1)N1CCN(c2cc(-n3cncn3)ncn2)CC1
ZINC000206903344,O=C(c1cccs1)N1CCN(c2cc(-n3cncn3)ncn2)CC1
ZINC000206903042,O=C(c1c(F)cccc1Cl)N1CCN(c2cc(-n3cncn3)ncn2)CC1
ZINC000206902973,O=C(CCSc1ccccc1)N1CCN(c2cc(-n3cncn3)ncn2)CC1
ZINC000206902722,O=C(Cc1cccs1)N1CCN(c2cc(-n3cncn3)ncn2)CC1
ZINC000206902660,O=C(Cc1ccccc1)N1CCN(c2cc(-n3cncn3)ncn2)CC1
ZINC000206902598,O=C(C1CC1)N1CCN(c2cc(-n3cncn3)ncn2)CC1
ZINC000206902036,Cc1nc2n(c(=O)c1C)[C@@H](CC(=O)Nc1ccccc1-c1cn3cccc(C)c3n1)CS2
ZINC000206901996,Cc1nc2n(c(=O)c1C)[C@H](CC(=O)Nc1ccccc1-c1cn3cccc(C)c3n1)CS2
ZINC000111232306,CCn1c(CN2C[C@H](O)C[C@H]2C(=O)OC)nc2c(F)cccc21
ZINC000111232303,COC(=O)[C@@H]1C[C@@H](O)CN1Cc1cc(-c2ccc(Cl)cc2)no1
ZINC000111229103,Cc1cnn(CCNCc2cc3ccccc3nc2O)c1
ZINC000111227123,CNc1cc(N2CCC[C@H]2CNCc2cc3ccccc3nc2O)ncn1
ZINC000111227121,CNc1cc(N2CCC[C@@H]2CNCc2cc3ccccc3nc2O)ncn1
ZINC000044382220,COC(=O)C(C)(C)c1ccc(CCO)cc1
ZINC000111214065,COCCN1[C@H]2CC[C@H]1CC(O)C2
ZINC000111211426,O=C1[C@H](N2CCCC[C@@H]2c2nccs2)CCN1CC(F)(F)F
ZINC000111211424,O=C1[C@H](N2CCCC[C@H]2c2nccs2)CCN1CC(F)(F)F
ZINC000111210025,CC(=O)NC1CCN(Cc2ccc3c(c2)CCO3)CC1
ZINC000206815555,O=C(Nc1ccccc1)N[C@H]1CCN(c2nccs2)C1
ZINC000206815516,O=C(Nc1ccccc1)N[C@@H]1CCN(c2nccs2)C1
ZINC000206815453,O=C(N[C@H]1CCN(c2nccs2)C1)c1ccoc1
ZINC000206815410,O=C(N[C@@H]1CCN(c2nccs2)C1)c1ccoc1
ZINC000206815136,Cc1cccc(C(=O)N[C@H]2CCN(c3nccs3)C2)c1
ZINC000206815098,Cc1cccc(C(=O)N[C@@H]2CCN(c3nccs3)C2)c1
ZINC000206815029,O=C(N[C@@H]1CCN(c2nccs2)C1)C1CCCCC1
ZINC000206814985,O=C(N[C@H]1CCN(c2nccs2)C1)C1CCCCC1
ZINC000206814716,O=C(N[C@H]1CCN(c2nccs2)C1)c1cccc(Br)c1
ZINC000206814673,O=C(N[C@@H]1CCN(c2nccs2)C1)c1cccc(Br)c1
ZINC000206814613,O=C(N[C@H]1CCN(c2nccs2)C1)c1ccc(Br)o1
ZINC000206814570,O=C(N[C@@H]1CCN(c2nccs2)C1)c1ccc(Br)o1
ZINC000206814505,Cc1cnc(C(=O)N[C@H]2CCN(c3nccs3)C2)cn1
ZINC000206814466,Cc1cnc(C(=O)N[C@@H]2CCN(c3nccs3)C2)cn1
ZINC000206814301,O=C(N[C@H]1CCN(c2nccs2)C1)c1ccc(Cl)cc1Cl
ZINC000206814258,O=C(N[C@@H]1CCN(c2nccs2)C1)c1ccc(Cl)cc1Cl
ZINC000206814192,O=C(N[C@H]1CCN(c2nccs2)C1)c1cccc(F)c1
ZINC000206814149,O=C(N[C@@H]1CCN(c2nccs2)C1)c1cccc(F)c1
ZINC000206813870,Cc1noc(C)c1C(=O)N[C@H]1CCN(c2nccs2)C1
ZINC000206813832,Cc1noc(C)c1C(=O)N[C@@H]1CCN(c2nccs2)C1
ZINC000206813674,O=C(N[C@@H]1CCN(c2nccs2)C1)c1cncc(Br)c1
ZINC000206813632,O=C(N[C@H]1CCN(c2nccs2)C1)c1cncc(Br)c1
ZINC000206812829,CC(=O)Nc1ccc(C(=O)N[C@H]2CCN(c3nccs3)C2)cc1
ZINC000206812786,CC(=O)Nc1ccc(C(=O)N[C@@H]2CCN(c3nccs3)C2)cc1
ZINC000206812613,CC(=O)Nc1ccc(CC(=O)N[C@H]2CCN(c3nccs3)C2)cc1
ZINC000206812579,CC(=O)Nc1ccc(CC(=O)N[C@@H]2CCN(c3nccs3)C2)cc1
